G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
14.0,37.0,29.0,7.0,7.0,3.0,2.0,0.0,2.0,15.0,5.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,0.0,0.2413793103448276,0.3783783783783784,0.5172413793103449,0.8956197576887233,0.27586206896551724,0.22727272727272727,,0.05405405405405406,0.16216216216216217,0.1891891891891892,0.23529411764705882,0.7647058823529411,0.3076923076923077,244.83333333333334,0.3783783783783784,0.5172413793103449,-0.22321583123900762,-0.24570000000000003,4.0,13.0,SM,S3,12.0,False,ARI,ARI,16,0.11517086400600862
14.0,41.0,31.0,8.0,6.0,5.0,2.0,0.0,1.0,13.0,4.0,10.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,2.0,0.0,0.25806451612903225,0.43902439024390244,0.41935483870967744,0.8583792289535799,0.16129032258064518,0.30434782608695654,1.0,0.024390243902439025,0.17073170731707318,0.24390243902439024,0.25,0.75,0.3333333333333333,204.73170731707316,0.43902439024390244,0.41935483870967744,2.9106507307680127,0.5402999999999999,4.0,12.0,WC,S3,13.0,False,ARI,ARI,16,0.4434215685450792
13.0,32.0,24.0,4.0,6.0,2.0,0.0,1.0,1.0,9.0,6.0,8.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.16666666666666666,0.375,0.375,0.75,0.20833333333333334,0.25,,0.03125,0.34375,0.25,0.3333333333333333,0.6666666666666666,0.5,235.41935483870967,0.375,0.375,3.0448951540214484,0.6445999999999998,3.0,6.0,TT,S3,14.0,False,ARI,ARI,16,0.4234019021090935
16.0,43.0,40.0,10.0,6.0,3.0,4.0,0.0,3.0,23.0,9.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,0.0,0.25,0.3023255813953488,0.575,0.8773255813953488,0.32499999999999996,0.2916666666666667,,0.06976744186046512,0.3023255813953488,0.06976744186046512,0.4117647058823529,0.5882352941176471,0.7,257.69767441860466,0.3023255813953488,0.575,3.1375976772914367,0.33110000000000006,7.0,10.0,BP,S3,15.0,False,ARI,ARI,16,0.473548287366606
11.0,26.0,25.0,7.0,4.0,4.0,1.0,0.0,2.0,14.0,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,0.0,0.28,0.3076923076923077,0.56,0.8676923076923078,0.28,0.2777777777777778,,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.6153846153846154,0.38461538461538464,1.6,257.6923076923077,0.3076923076923077,0.56,1.2776253349998137,0.036000000000000025,8.0,5.0,BP,S3,16.0,False,ARI,ARI,15,0.22437884769937716
15.0,43.0,38.0,5.0,5.0,2.0,2.0,0.0,1.0,10.0,1.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,10.0,1.0,0.0,0.13157894736842105,0.23255813953488372,0.2631578947368421,0.49571603427172584,0.13157894736842105,0.13793103448275862,,0.023255813953488372,0.18604651162790697,0.11627906976744186,0.56,0.44,1.2727272727272727,280.6341463414634,0.23255813953488372,0.2631578947368421,-5.906894851452088,-1.1124,14.0,11.0,BP,S3,17.0,False,2TM,ARI,16,-0.4309009655077466
4.0,12.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.1,0.25,0.4,0.65,0.30000000000000004,0.0,,0.08333333333333333,0.0,0.16666666666666666,0.5555555555555556,0.4444444444444444,1.25,264.90909090909093,0.25,0.4,-1.0965333154435788,-0.4166,5.0,4.0,BP,S3,17.0,True,COL,COL,5,-0.06506118652925214
11.0,31.0,28.0,4.0,3.0,2.0,2.0,0.0,0.0,6.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,1.0,0.0,0.14285714285714285,0.22580645161290322,0.21428571428571427,0.4400921658986175,0.07142857142857142,0.2,,0.0,0.25806451612903225,0.0967741935483871,0.5625,0.4375,1.2857142857142858,286.4,0.22580645161290322,0.21428571428571427,-4.810361536008509,-0.6958000000000001,9.0,7.0,BP,S3,17.0,True,ARI,ARI,16,-0.3658397789784944
6.0,9.0,9.0,4.0,2.0,2.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.4444444444444444,0.4444444444444444,0.7777777777777778,1.2222222222222223,0.33333333333333337,0.4444444444444444,,0.0,0.0,0.0,0.8,0.2,4.0,254.66666666666666,0.4444444444444444,0.7777777777777778,0.3904352769808033,0.28130000000000005,4.0,1.0,1B,S3,18.0,False,BOS,BOS,15,0.07248763645940964
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,258.0,0.0,0.0,-0.18866416053370044,0.0,0.0,1.0,BC,S3,19.0,False,BOS,BOS,4,-0.015150403968777898
7.0,17.0,16.0,5.0,2.0,2.0,1.0,1.0,1.0,11.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.3125,0.35294117647058826,0.6875,1.0404411764705883,0.375,0.3333333333333333,,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.125,0.875,0.14285714285714285,207.73333333333332,0.35294117647058826,0.6875,1.732703827490024,-0.2753,1.0,7.0,BN,S3,23.0,False,BOS,BOS,7,0.23644258818706887
15.0,38.0,32.0,10.0,4.0,4.0,3.0,3.0,0.0,19.0,3.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,2.0,0.0,0.3125,0.39473684210526316,0.59375,0.9884868421052632,0.28125,0.4166666666666667,1.0,0.0,0.23684210526315788,0.13157894736842105,0.35714285714285715,0.6428571428571429,0.5555555555555556,232.0,0.39473684210526316,0.59375,0.7804816172551473,-0.48780000000000007,5.0,9.0,S,S3,24.0,False,2TM,BOS,16,0.21925662094001627
3.0,6.0,5.0,3.0,3.0,0.0,1.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6666666666666666,1.6,2.2666666666666666,1.0,0.75,,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.0,176.16666666666666,0.6666666666666666,1.6,1.046302267790393,0.11009999999999999,0.0,1.0,S,S3,24.0,True,MTL,MTL,3,0.1269262992865922
12.0,32.0,27.0,7.0,1.0,4.0,2.0,1.0,0.0,11.0,3.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,1.0,0.0,0.25925925925925924,0.34375,0.4074074074074074,0.7511574074074074,0.14814814814814814,0.35,1.0,0.0,0.25,0.125,0.38461538461538464,0.6153846153846154,0.625,242.46875,0.34375,0.4074074074074074,-0.26582065053524595,-0.5979000000000001,5.0,8.0,S,S3,24.0,True,BOS,BOS,16,0.09233032165342406
14.0,38.0,36.0,7.0,7.0,1.0,2.0,1.0,3.0,20.0,5.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,1.0,0.0,0.19444444444444445,0.23684210526315788,0.5555555555555556,0.7923976608187134,0.36111111111111116,0.16,,0.07894736842105263,0.21052631578947367,0.05263157894736842,0.6666666666666666,0.3333333333333333,2.0,272.2368421052632,0.23684210526315788,0.5555555555555556,-0.965430383519742,-0.5132000000000001,14.0,7.0,HK,S3,25.0,False,BOS,BOS,15,0.04466542086252734
12.0,31.0,25.0,10.0,6.0,4.0,5.0,0.0,1.0,18.0,6.0,6.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,2.0,0.0,0.4,0.5161290322580645,0.72,1.2361290322580645,0.31999999999999995,0.45,1.0,0.03225806451612903,0.12903225806451613,0.1935483870967742,0.7272727272727273,0.2727272727272727,2.6666666666666665,222.5625,0.5161290322580645,0.72,3.3659754415449816,0.7561,8.0,3.0,WC,S3,26.0,False,BOS,BOS,15,0.45179391877685465
2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,428.75,0.0,0.0,-0.6232478295485894,-0.1078,4.0,0.0,XB,S3,27.0,False,BOS,BOS,16,-0.04746073461649035
12.0,29.0,29.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,6.0,4.0,0.0,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.27586206896551724,0.0,0.17391304347826086,,0.0,0.20689655172413793,0.0,0.47368421052631576,0.5263157894736842,0.9,315.17241379310343,0.13793103448275862,0.13793103448275862,-6.777361985898815,-1.2171,9.0,10.0,S,S3,28.0,False,BOS,BOS,16,-0.5699718481367093
16.0,45.0,43.0,15.0,7.0,10.0,1.0,0.0,4.0,28.0,9.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,11.0,1.0,0.0,0.3488372093023256,0.37777777777777777,0.6511627906976745,1.0289405684754522,0.3023255813953489,0.34375,1.0,0.08888888888888889,0.15555555555555556,0.044444444444444446,0.42857142857142855,0.5714285714285714,0.75,224.2340425531915,0.37777777777777777,0.6511627906976745,4.058632434511132,-0.19450000000000003,9.0,12.0,BC,S3,29.0,False,BOS,BOS,16,0.5730837872577598
3.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333333,0.5,0.0,,0.16666666666666666,0.16666666666666666,0.0,0.5,0.5,1.0,335.5,0.16666666666666666,0.6666666666666666,0.1424445673989838,-0.13329999999999997,2.0,2.0,XB,S3,30.0,False,BOS,BOS,16,0.036540529247451256
11.0,26.0,23.0,6.0,6.0,2.0,3.0,0.0,1.0,12.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,0.0,0.2608695652173913,0.34615384615384615,0.5217391304347826,0.8678929765886287,0.2608695652173913,0.2631578947368421,,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.42857142857142855,0.5714285714285714,0.75,262.32,0.34615384615384615,0.5217391304347826,1.2945079159187813,0.03990000000000004,6.0,8.0,BN,S3,31.0,False,2TM,BOS,16,0.2260671057912739
6.0,15.0,13.0,3.0,3.0,1.0,1.0,0.0,1.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,0.23076923076923078,0.3333333333333333,0.5384615384615384,0.8717948717948718,0.30769230769230765,0.16666666666666666,,0.06666666666666667,0.0,0.13333333333333333,0.4,0.6,0.6666666666666666,286.8666666666667,0.3333333333333333,0.5384615384615384,0.8893022649718156,0.0844,4.0,6.0,BN,S3,31.0,True,MIL,MIL,7,0.14467040776606374
5.0,11.0,10.0,3.0,3.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.3,0.36363636363636365,0.5,0.8636363636363636,0.2,0.42857142857142855,,0.0,0.2727272727272727,0.09090909090909091,0.5,0.5,1.0,225.5,0.36363636363636365,0.5,0.40520565094696537,-0.04450000000000001,2.0,2.0,BN,S3,31.0,True,BOS,BOS,16,0.08139669802521014
16.0,45.0,40.0,9.0,11.0,0.0,2.0,0.0,7.0,32.0,10.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,0.0,0.0,0.225,0.3111111111111111,0.8,1.1111111111111112,0.5750000000000001,0.08695652173913043,,0.15555555555555556,0.2222222222222222,0.1111111111111111,0.14285714285714285,0.8571428571428571,0.16666666666666666,203.88636363636363,0.3111111111111111,0.8,3.2990257720411886,0.934,3.0,18.0,BP,S3,32.0,False,BOS,BOS,16,0.49712312101076545
16.0,45.0,38.0,9.0,5.0,4.0,1.0,1.0,3.0,21.0,11.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,10.0,4.0,0.0,0.23684210526315788,0.3333333333333333,0.5526315789473685,0.8859649122807018,0.3157894736842106,0.2,,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.375,0.625,0.6,234.57777777777778,0.3333333333333333,0.5526315789473685,3.0706687940784914,0.8542,9.0,15.0,BC,S3,33.0,False,BOS,BOS,16,0.4742874232144957
8.0,23.0,20.0,5.0,5.0,1.0,1.0,1.0,2.0,14.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.25,0.34782608695652173,0.7,1.0478260869565217,0.44999999999999996,0.3,,0.08695652173913043,0.34782608695652173,0.13043478260869565,0.42857142857142855,0.5714285714285714,0.75,248.0,0.34782608695652173,0.7,1.1867811509214001,0.2036,3.0,4.0,S,S3,34.0,False,BOS,BOS,16,0.2041463930377594
13.0,27.0,24.0,3.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,2.0,0.0,0.125,0.2222222222222222,0.20833333333333334,0.4305555555555556,0.08333333333333334,0.16666666666666666,,0.0,0.2222222222222222,0.1111111111111111,0.4,0.6,0.6666666666666666,264.92,0.2222222222222222,0.20833333333333334,-2.7620029996453295,-0.44159999999999994,6.0,9.0,BP,S3,35.0,False,BOS,BOS,16,-0.17586797368054502
12.0,30.0,27.0,9.0,5.0,2.0,4.0,1.0,2.0,21.0,3.0,3.0,0.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,0.0,0.3333333333333333,0.4,0.7777777777777778,1.1777777777777778,0.4444444444444445,0.3888888888888889,0.25,0.06666666666666667,0.23333333333333334,0.1,0.5454545454545454,0.45454545454545453,1.2,245.12121212121212,0.4,0.7777777777777778,0.29373749638811525,0.018700000000000022,6.0,5.0,WC,S3,36.0,False,CLE,CLE,16,0.1408541121765759
3.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.3333333333333333,,0.0,0.14285714285714285,0.0,0.25,0.75,0.3333333333333333,220.42857142857142,0.2857142857142857,0.5714285714285714,-1.041474690901031,-0.0721,1.0,3.0,BP,S3,40.0,False,CLE,CLE,16,-0.0781353844979581
13.0,40.0,37.0,9.0,2.0,5.0,3.0,0.0,1.0,15.0,5.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,4.0,0.0,0.24324324324324326,0.3,0.40540540540540543,0.7054054054054054,0.16216216216216217,0.26666666666666666,,0.025,0.15,0.075,0.45454545454545453,0.5454545454545454,0.8333333333333334,262.44736842105266,0.3,0.40540540540540543,-1.726737302611785,-0.5173000000000001,10.0,12.0,BC,S3,41.0,False,CLE,CLE,14,-0.024033246877492663
8.0,18.0,14.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.07142857142857142,0.2777777777777778,0.2857142857142857,0.5634920634920635,0.21428571428571427,0.0,,0.05555555555555555,0.3333333333333333,0.2222222222222222,0.5714285714285714,0.42857142857142855,1.3333333333333333,275.2352941176471,0.2777777777777778,0.2857142857142857,-1.4333926267413526,-0.34219999999999995,4.0,3.0,TT,S3,42.0,False,CLE,CLE,13,-0.07645104515147663
3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.6666666666666666,0.3333333333333333,2.0,274.75,0.0,0.0,-2.3758070765171797,-0.2322,2.0,1.0,MH,S3,43.0,False,CLE,CLE,14,-0.21528463514416513
9.0,24.0,20.0,6.0,5.0,2.0,2.0,0.0,2.0,14.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.3,0.4166666666666667,0.7,1.1166666666666667,0.39999999999999997,0.4,,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,194.54166666666666,0.4166666666666667,0.7,4.051963063162274,0.4302000000000001,2.0,4.0,WC,S3,44.0,False,2TM,CLE,11,0.49438059634643894
7.0,19.0,15.0,5.0,5.0,1.0,2.0,0.0,2.0,13.0,4.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.47368421052631576,0.8666666666666667,1.3403508771929824,0.5333333333333334,0.5,,0.10526315789473684,0.3684210526315789,0.21052631578947367,0.3333333333333333,0.6666666666666666,0.5,186.78947368421052,0.47368421052631576,0.8666666666666667,4.289070030602561,0.48240000000000005,1.0,2.0,WC,S3,44.0,True,NYM,NYM,8,0.4995112326675069
2.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.25,,0.0,0.2,0.0,0.3333333333333333,0.6666666666666666,0.5,224.0,0.2,0.2,-0.23710696744028606,-0.05220000000000001,1.0,2.0,WC,S3,44.0,True,CLE,CLE,11,-0.005130636321067877
13.0,33.0,27.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,6.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,8.0,2.0,0.0,0.1111111111111111,0.2727272727272727,0.18518518518518517,0.4579124579124579,0.07407407407407407,0.14285714285714285,0.6666666666666666,0.0,0.18181818181818182,0.18181818181818182,0.4444444444444444,0.5555555555555556,0.8,276.1388888888889,0.2727272727272727,0.18518518518518517,-3.2841294902035694,-0.6344000000000001,8.0,10.0,BC,S3,45.0,False,CLE,CLE,16,-0.20578455022881617
15.0,40.0,36.0,12.0,8.0,2.0,4.0,2.0,4.0,32.0,7.0,4.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,4.0,3.0,0.0,0.3333333333333333,0.4,0.8888888888888888,1.2888888888888888,0.5555555555555556,0.34782608695652173,0.0,0.1,0.225,0.1,0.5333333333333333,0.4666666666666667,1.1428571428571428,222.609756097561,0.4,0.8888888888888888,3.9285412493132505,0.35950000000000004,8.0,7.0,XB,S3,46.0,False,CLE,CLE,16,0.5414946083150108
13.0,32.0,21.0,7.0,3.0,3.0,2.0,1.0,1.0,14.0,6.0,8.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,1.0,0.0,0.3333333333333333,0.46875,0.6666666666666666,1.1354166666666665,0.3333333333333333,0.3,1.0,0.03125,0.09375,0.25,0.42857142857142855,0.5714285714285714,0.75,207.1764705882353,0.46875,0.6666666666666666,3.1596021805750762,0.4113,6.0,8.0,1B,S3,47.0,False,CLE,CLE,15,0.4348726047644563
2.0,6.0,6.0,2.0,2.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666667,0.25,,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,2.0,244.66666666666666,0.3333333333333333,1.0,0.4914296477304073,-0.0053999999999999986,2.0,1.0,WC,S3,48.0,False,CLE,CLE,16,0.0714390372805936
7.0,20.0,17.0,7.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.4117647058823529,0.5,0.5294117647058824,1.0294117647058822,0.11764705882352944,0.4375,0.5,0.0,0.05,0.15,0.5555555555555556,0.4444444444444444,1.25,219.77272727272728,0.5,0.5294117647058824,-1.135992129497625,-0.17709999999999998,5.0,4.0,1B,S3,49.0,False,CLE,CLE,16,-0.039278971257919584
2.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.25,,0.0,0.2,0.0,0.3333333333333333,0.6666666666666666,0.5,290.6,0.2,0.2,-0.008140206875418443,-0.0133,1.0,2.0,BP,S3,50.0,False,CLE,CLE,15,0.017766039735418883
